"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"305909","chr20",12992,64077708,64078208,-1.09953567355091,0.000419502415154036,-0.0480961923847695
"395934","chr5",15613,123423792,123424292,-1.14438990933517,0.000419502415154036,-0.0460921843687375
"9583","chr1",9583,25998069,25998569,-0.63890130783196,0.000426866906130182,-0.0781563126252505
"115985","chr12",10799,56127856,56128356,-0.63890130783196,0.000426866906130182,-0.0781563126252505
"262749","chr2",16949,74653927,74654427,-0.760329587231717,0.000426866906130182,-0.0681362725450902
"369947","chr4",13974,99816470,99816970,-0.760329587231717,0.000426866906130182,-0.0681362725450902
"137460","chr13",7452,72727498,72727998,-0.616671360448494,0.000427280023490772,-0.0801603206412826
"78433","chr10",22032,124791667,124792167,-0.843880798082718,0.000431521745284892,-0.062124248496994
"320680","chr22",9118,46587602,46588102,-0.843880798082718,0.000431521745284892,-0.062124248496994
"344343","chr3",22528,129161164,129161664,-0.843880798082718,0.000431521745284892,-0.062124248496994
"346422","chr3",24607,141311579,141312079,-0.843880798082718,0.000431521745284892,-0.062124248496994
"454465","chr7",16030,100100584,100101084,-0.843880798082718,0.000431521745284892,-0.062124248496994
"39130","chr1",39130,169893210,169893710,-0.874469117916141,0.000431745621768685,-0.0601202404809619
"40280","chr1",40280,175023268,175023768,-0.874469117916141,0.000431745621768685,-0.0601202404809619
"173440","chr15",14126,92904032,92904532,-0.683972506552322,0.000431745621768685,-0.0741482965931864
"192888","chr17",149,752054,752554,-0.683972506552322,0.000431745621768685,-0.0741482965931864
"244177","chr19",17991,53554338,53554838,-0.874469117916141,0.000431745621768685,-0.0601202404809619
"357324","chr4",1351,2963170,2963670,-0.683972506552322,0.000431745621768685,-0.0741482965931864
"408645","chr6",717,3068679,3069179,-0.731511164074098,0.000442184876274119,-0.0701402805611223
"144563","chr14",2085,31207617,31208117,-0.70626879694329,0.000443449534323806,-0.0721442885771543
"268980","chr2",23180,112584248,112584748,-0.70626879694329,0.000443449534323806,-0.0721442885771543
"443810","chr7",5375,26291644,26292144,-0.974004791467056,0.000443449534323806,-0.0541082164328657
"124172","chr12",18986,109573348,109573848,-0.590887334678262,0.000453692436563443,-0.0821643286573146
"134590","chr13",4582,45340985,45341485,-0.548304030142308,0.000458209080043209,-0.0861723446893788
"134044","chr13",4036,42271548,42272048,-0.656045598782639,0.00046121349745212,-0.0761523046092185
"197720","chr17",4981,17591443,17591943,-0.656045598782639,0.00046121349745212,-0.0761523046092185
"242221","chr19",16035,48321768,48322268,-0.656045598782639,0.00046121349745212,-0.0761523046092185
"213454","chr17",20715,77869556,77870056,-0.78021879212009,0.000467089370045496,-0.0661322645290581
"215505","chr17",22766,81871145,81871645,-0.78021879212009,0.000467089370045496,-0.0661322645290581
"177933","chr16",3049,9090975,9091475,-0.610053481683987,0.000469941623318697,-0.0801603206412826
"248396","chr2",2596,11154923,11155423,-0.631612594019977,0.000473387011485088,-0.0781563126252505
"217645","chr18",1344,9673232,9673732,-0.675160309692734,0.000490520389539122,-0.0741482965931864
"364788","chr4",8815,56435340,56435840,-0.675160309692734,0.000490520389539122,-0.0741482965931864
"13431","chr1",13431,35894109,35894609,-1.28010791919274,0.000495934878207906,-0.0400801603206413
"95776","chr11",15637,75689759,75690259,-1.28010791919274,0.000495934878207906,-0.0400801603206413
"171492","chr15",12178,84735061,84735561,-1.28010791919274,0.000495934878207906,-0.0400801603206413
"195844","chr17",3105,8079196,8079696,-1.28010791919274,0.000495934878207906,-0.0400801603206413
"198785","chr17",6046,21322903,21323403,-1.28010791919274,0.000495934878207906,-0.0400801603206413
"210448","chr17",17709,67800345,67800845,-1.28010791919274,0.000495934878207906,-0.0400801603206413
"220419","chr18",4118,35581478,35581978,-1.28010791919274,0.000495934878207906,-0.0400801603206413
"264217","chr2",18417,85853563,85854063,-1.28010791919274,0.000495934878207906,-0.0400801603206413
"34694","chr1",34694,155227346,155227846,-0.748461233004036,0.000497167373180142,-0.0681362725450902
"124936","chr12",19750,111599347,111599847,-0.928446738974966,0.000497167373180142,-0.0561122244488978
"152870","chr14",10392,77707798,77708298,-0.928446738974966,0.000497167373180142,-0.0561122244488978
"170077","chr15",10763,77083714,77084214,-0.928446738974966,0.000497167373180142,-0.0561122244488978
"232461","chr19",6275,13104336,13104836,-0.748461233004036,0.000497167373180142,-0.0681362725450902
"432921","chr6",24993,143450459,143450959,-0.748461233004036,0.000497167373180142,-0.0681362725450902
"53569","chr1",53569,234772242,234772742,-1.39854937649027,0.000502193417890599,-0.0360721442885772
"81317","chr11",1178,2377054,2377554,-1,0.000502193417890599,-0.0521042084168337
"95167","chr11",15028,73647339,73647839,-1,0.000502193417890599,-0.0521042084168337
"95368","chr11",15229,74398015,74398515,-1,0.000502193417890599,-0.0521042084168337
"182161","chr16",7277,29691913,29692413,-1.39854937649027,0.000502193417890599,-0.0360721442885772
"199347","chr17",6608,28567517,28568017,-1.39854937649027,0.000502193417890599,-0.0360721442885772
"243994","chr19",17808,52689841,52690341,-1.39854937649027,0.000502193417890599,-0.0360721442885772
"263600","chr2",17800,84459036,84459536,-1,0.000502193417890599,-0.0521042084168337
"353599","chr3",31784,187773177,187773677,-1.39854937649027,0.000502193417890599,-0.0360721442885772
"411712","chr6",3784,15658308,15658808,-1.39854937649027,0.000502193417890599,-0.0360721442885772
"502690","chr9",15153,123349780,123350280,-1.39854937649027,0.000502193417890599,-0.0360721442885772
"45694","chr1",45694,203290344,203290844,-0.696607856550065,0.000503311426796853,-0.0721442885771543
"227918","chr19",1732,2783205,2783705,-0.696607856550065,0.000503311426796853,-0.0721442885771543
"249924","chr2",4124,20446750,20447250,-0.696607856550065,0.000503311426796853,-0.0721442885771543
"361208","chr4",5235,26860385,26860885,-0.696607856550065,0.000503311426796853,-0.0721442885771543
"293125","chr20",208,833414,833914,-0.720845928802929,0.000507117266760951,-0.0701402805611223
"426994","chr6",19066,108074547,108075047,-0.720845928802929,0.000507117266760951,-0.0701402805611223
"242865","chr19",16679,49487047,49487547,-0.64815632720835,0.000512193981217755,-0.0761523046092184
"243125","chr19",16939,49876422,49876922,-0.64815632720835,0.000512193981217755,-0.0761523046092184
"249995","chr2",4195,20650876,20651376,-0.624490864907794,0.000521008900988454,-0.0781563126252505
"220970","chr18",4669,41954894,41955394,-0.82781902461732,0.000522496554744986,-0.062124248496994
"270230","chr2",24430,120176856,120177356,-0.82781902461732,0.000522496554744986,-0.062124248496994
"310157","chr21",4169,42524625,42525125,-0.82781902461732,0.000522496554744986,-0.062124248496994
"313635","chr22",2073,23750870,23751370,-0.82781902461732,0.000522496554744986,-0.062124248496994
"314674","chr22",3112,28772452,28772952,-0.82781902461732,0.000522496554744986,-0.062124248496994
"14867","chr1",14867,40039744,40040244,-0.889817082249577,0.000523541301214435,-0.0581162324649299
"18407","chr1",18407,52033538,52034038,-0.889817082249577,0.000523541301214435,-0.0581162324649299
"351411","chr3",29596,177197318,177197818,-0.889817082249577,0.000523541301214435,-0.0581162324649299
"470674","chr8",5671,33512968,33513468,-0.889817082249577,0.000523541301214435,-0.0581162324649299
"12372","chr1",12372,32336026,32336526,-0.856635824828823,0.000532175242575113,-0.0601202404809619
"504359","chr9",16822,128322283,128322783,-0.856635824828823,0.000532175242575113,-0.0601202404809619
"15861","chr1",15861,42335062,42335562,-0.767339243209725,0.000546965226365839,-0.0661322645290581
"179275","chr16",4391,15055852,15056352,-0.666576266274808,0.000546965226365839,-0.0741482965931864
"231492","chr19",5306,10836031,10836531,-0.767339243209725,0.000546965226365839,-0.0661322645290581
"316550","chr22",4988,36451657,36452157,-0.767339243209725,0.000546965226365839,-0.0661322645290581
"334845","chr3",13030,58237506,58238006,-0.767339243209725,0.000546965226365839,-0.0661322645290581
"400631","chr5",20310,143403530,143404030,-0.666576266274808,0.000546965226365839,-0.0741482965931864
"17850","chr1",17850,48793845,48794345,-1.02974734339405,0.000555988625284499,-0.0501002004008016
"235391","chr19",9205,19203192,19203692,-1.02974734339405,0.000555988625284499,-0.0501002004008016
"447146","chr7",8711,44059135,44059635,-1.02974734339405,0.000555988625284499,-0.0501002004008016
"379452","chr4",23479,183504376,183504876,-0.597240830499593,0.000561222778158117,-0.0801603206412826
"462648","chr7",24213,149028279,149028779,-0.597240830499593,0.000561222778158117,-0.0801603206412826
"243894","chr19",17708,52189399,52189899,-0.513171817653146,0.00056494557325007,-0.0881763527054108
"143619","chr14",1141,23469105,23469605,-0.64045761331286,0.000570054100080507,-0.0761523046092184
"379749","chr4",23776,184649263,184649763,-0.64045761331286,0.000570054100080507,-0.0761523046092184
"436625","chr6",28697,159726784,159727284,-0.64045761331286,0.000570054100080507,-0.0761523046092184
"31918","chr1",31918,145927239,145927739,-0.687212558969106,0.000570890019994774,-0.0721442885771543
"429128","chr6",21200,119349507,119350007,-0.687212558969106,0.000570890019994774,-0.0721442885771543
"56629","chr10",228,1049320,1049820,-0.736965594166206,0.000573148242956097,-0.0681362725450902
"83391","chr11",3252,10808818,10809318,-0.617530363177587,0.000573148242956097,-0.0781563126252505
"134342","chr13",4334,44258922,44259422,-1.20945336562895,0.000573148242956097,-0.0420841683366733
"147585","chr14",5107,55072168,55072668,-1.20945336562895,0.000573148242956097,-0.0420841683366733
"160630","chr15",1316,34038851,34039351,-1.20945336562895,0.000573148242956097,-0.0420841683366733
"162707","chr15",3393,43809208,43809708,-1.20945336562895,0.000573148242956097,-0.0420841683366733
"229331","chr19",3145,5680372,5680872,-0.617530363177587,0.000573148242956097,-0.0781563126252505
"237547","chr19",11361,35346552,35347052,-1.20945336562895,0.000573148242956097,-0.0420841683366733
"290463","chr2",44663,234308714,234309214,-1.20945336562895,0.000573148242956097,-0.0420841683366733
"403105","chr5",22784,157142607,157143107,-0.736965594166206,0.000573148242956097,-0.0681362725450902
"3753","chr1",3753,10032554,10033054,-0.573466861883327,0.00057806019444719,-0.0821643286573146
"124350","chr12",19164,110012036,110012536,-0.949373926930032,0.00057806019444719,-0.0541082164328657
"317233","chr22",5671,37849150,37849650,-0.949373926930032,0.00057806019444719,-0.0541082164328657
"319972","chr22",8410,44498092,44498592,-0.949373926930032,0.00057806019444719,-0.0541082164328657
"438655","chr7",220,726413,726913,-0.949373926930032,0.00057806019444719,-0.0541082164328657
"409162","chr6",1234,5261025,5261525,-0.710493382805015,0.000578391876211214,-0.0701402805611223
"238985","chr19",12799,39834003,39834503,-0.788495894806288,0.000591589116227415,-0.0641282565130261
"286761","chr2",40961,218406201,218406701,-0.788495894806288,0.000591589116227415,-0.0641282565130261
"161385","chr15",2071,40045017,40045517,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"214052","chr17",21313,78841213,78841713,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"218473","chr18",2172,13567617,13568117,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"261790","chr2",15990,71071892,71072392,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"266886","chr2",21086,101623040,101623540,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"363353","chr4",7380,42628262,42628762,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"395655","chr5",15334,120457780,120458280,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"403397","chr5",23076,157858900,157859400,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"476660","chr8",11657,79765143,79765643,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"485684","chr8",20681,140591247,140591747,-1.06413033741972,0.000594578451933477,-0.0480961923847695
"447502","chr7",9067,44885373,44885873,-0.658211482751795,0.000609644729413084,-0.0741482965931864
"461317","chr7",22882,140176881,140177381,-0.591037015130841,0.000609644729413084,-0.0801603206412826
"32025","chr1",32025,146387312,146387812,-1.15200309344505,0.000613717147418165,-0.0440881763527054
"228325","chr19",2139,3556889,3557389,-1.15200309344505,0.000613717147418165,-0.0440881763527054
"74112","chr10",17711,101903821,101904321,-1.10433665981474,0.000618290753482765,-0.0460921843687375
"89986","chr11",9847,61070600,61071100,-1.10433665981474,0.000618290753482765,-0.0460921843687375
"142184","chr13",12176,113758449,113758949,-1.10433665981474,0.000618290753482765,-0.0460921843687375
"437272","chr6",29344,163667661,163668161,-1.10433665981474,0.000618290753482765,-0.0460921843687375
"12414","chr1",12414,32394254,32394754,-0.632942529622978,0.000626161932646506,-0.0761523046092184
"59006","chr10",2605,12243708,12244208,-0.906890595608518,0.000626161932646506,-0.0561122244488978
"67334","chr10",10933,70170394,70170894,-0.632942529622978,0.000626161932646506,-0.0761523046092184
"100288","chr11",20149,111926962,111927462,-0.610725596786238,0.000626161932646506,-0.0781563126252505
"114926","chr12",9740,53180313,53180813,-0.632942529622978,0.000626161932646506,-0.0761523046092184
"204699","chr17",11960,45060897,45061397,-0.610725596786238,0.000626161932646506,-0.0781563126252505
"215387","chr17",22648,81666394,81666894,-0.812372996824229,0.000626161932646506,-0.062124248496994
"238616","chr19",12430,38869764,38870264,-0.906890595608518,0.000626161932646506,-0.0561122244488978
"239136","chr19",12950,40284317,40284817,-0.906890595608518,0.000626161932646506,-0.0561122244488978
"239225","chr19",13039,40465582,40466082,-0.610725596786238,0.000626161932646506,-0.0781563126252505
"245051","chr19",18865,55461548,55462048,-0.610725596786238,0.000626161932646506,-0.0781563126252505
"309096","chr21",3108,37221084,37221584,-0.906890595608518,0.000626161932646506,-0.0561122244488978
"342251","chr3",20436,120742371,120742871,-0.632942529622978,0.000626161932646506,-0.0761523046092184
"140795","chr13",10787,102845495,102845995,-0.754887502163469,0.000633434427411219,-0.0661322645290581
"149292","chr14",6814,64504499,64504999,-0.754887502163469,0.000633434427411219,-0.0661322645290581
"180299","chr16",5415,21359894,21360394,-0.754887502163469,0.000633434427411219,-0.0661322645290581
"325326","chr3",3511,16511811,16512311,-0.754887502163469,0.000633434427411219,-0.0661322645290581
"398236","chr5",17915,134845664,134846164,-0.754887502163469,0.000633434427411219,-0.0661322645290581
"447642","chr7",9207,45111536,45112036,-0.754887502163469,0.000633434427411219,-0.0661322645290581
"454623","chr7",16188,100369135,100369635,-0.754887502163469,0.000633434427411219,-0.0661322645290581
"464882","chr7",26447,158829307,158829807,-0.524841508283585,0.000634903505230263,-0.0861723446893788
"11632","chr1",11632,30881302,30881802,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"13192","chr1",13192,35268959,35269459,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"14103","chr1",14103,37807976,37808476,-0.839535327806754,0.000643769304631452,-0.0601202404809619
"18739","chr1",18739,53014702,53015202,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"28338","chr1",28338,107965276,107965776,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"32567","chr1",32567,150160403,150160903,-0.870716983055034,0.000643769304631452,-0.0581162324649298
"78905","chr10",22504,127906714,127907214,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"87685","chr11",7546,45026008,45026508,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"97182","chr11",17043,85316928,85317428,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"106913","chr12",1727,6696820,6697320,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"114986","chr12",9800,53255943,53256443,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"122617","chr12",17431,102061849,102062349,-0.870716983055034,0.000643769304631452,-0.0581162324649298
"135575","chr13",5567,49585349,49585849,-0.839535327806754,0.000643769304631452,-0.0601202404809619
"156938","chr14",14460,100240160,100240660,-0.839535327806754,0.000643769304631452,-0.0601202404809619
"158513","chr14",16035,104800292,104800792,-0.839535327806754,0.000643769304631452,-0.0601202404809619
"169191","chr15",9877,74433709,74434209,-0.870716983055034,0.000643769304631452,-0.0581162324649298
"172126","chr15",12812,88649370,88649870,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"180061","chr16",5177,19718005,19718505,-0.839535327806754,0.000643769304631452,-0.0601202404809619
"185339","chr16",10455,57542302,57542802,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"186824","chr16",11940,67803846,67804346,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"193758","chr17",1019,2624255,2624755,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"215281","chr17",22542,81481276,81481776,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"241537","chr19",15351,46718252,46718752,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"245856","chr2",56,263896,264396,1.43295940727611,0.000643769304631452,0.0340681362725451
"286454","chr2",40654,217864982,217865482,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"307508","chr21",1520,29300471,29300971,-0.839535327806754,0.000643769304631452,-0.0601202404809619
"334822","chr3",13007,58187609,58188109,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"419650","chr6",11722,43143403,43143903,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"424473","chr6",16545,87701275,87701775,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"476160","chr8",11157,73878168,73878668,-1.43295940727611,0.000643769304631452,-0.0340681362725451
"481464","chr8",16461,117520406,117520906,-0.870716983055034,0.000643769304631452,-0.0581162324649298
"485964","chr8",20961,141308179,141308679,-0.839535327806754,0.000643769304631452,-0.0601202404809619
"111166","chr12",5980,31659113,31659613,-0.725825036561006,0.000648913716536893,-0.0681362725450902
"166233","chr15",6919,63600665,63601165,-0.700439718141092,0.000648913716536893,-0.0701402805611223
"492486","chr9",4949,36258215,36258715,-0.700439718141092,0.000648913716536893,-0.0701402805611223
"321273","chr22",9711,49853388,49853888,-0.584962500721156,0.000653361291439333,-0.0801603206412826
"180217","chr16",5333,20900243,20900743,-0.973032952399731,0.000655247244443918,-0.0521042084168337
"264383","chr2",18583,86238211,86238711,-0.973032952399731,0.000655247244443918,-0.0521042084168337
"299015","chr20",6098,36050752,36051252,-0.973032952399731,0.000655247244443918,-0.0521042084168337
"318431","chr22",6869,40370373,40370873,-0.973032952399731,0.000655247244443918,-0.0521042084168337
"21579","chr1",21579,66374491,66374991,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"101768","chr11",21629,118435341,118435841,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"152292","chr14",9814,75515265,75515765,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"207538","chr17",14799,57005150,57005650,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"213282","chr17",20543,77464992,77465492,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"231753","chr19",5567,11375376,11375876,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"320762","chr22",9200,46735032,46735532,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"409753","chr6",1825,7277631,7278131,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"450040","chr7",11605,69824265,69824765,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"498764","chr9",11227,99184553,99185053,-1.29956028185891,0.000677755491926031,-0.0380761523046092
"215931","chr17",23192,82458316,82458816,-0.625604485218502,0.000683786418582497,-0.0761523046092184
"134752","chr13",4744,46052524,46053024,-0.774933444365227,0.000685804994809898,-0.0641282565130261
"177275","chr16",2391,4505242,4505742,-0.774933444365227,0.000685804994809898,-0.0641282565130261
"211272","chr17",18533,73232163,73232663,-0.774933444365227,0.000685804994809898,-0.0641282565130261
"105695","chr12",509,1796025,1796525,-0.669175504624241,0.000711345796779152,-0.0721442885771543
"232858","chr19",6672,14117722,14118222,-0.57901323438997,0.000711345796779152,-0.0801603206412826
"239384","chr19",13198,40777936,40778436,-0.57901323438997,0.000711345796779152,-0.0801603206412826
"493968","chr9",6431,72365078,72365578,-0.669175504624241,0.000711345796779152,-0.0721442885771543
"502036","chr9",14499,120868597,120869097,-0.557056504151272,0.00071905789385961,-0.0821643286573146
"265415","chr2",19615,96739893,96740393,-0.742842160502876,0.000731070471115074,-0.0661322645290581
"341212","chr3",19397,113746066,113746566,-0.742842160502876,0.000731070471115074,-0.0661322645290581
"53497","chr1",53497,234612562,234613062,-0.925999418556223,0.00073605555797753,-0.0541082164328657
"328840","chr3",7025,38138375,38138875,-0.925999418556223,0.00073605555797753,-0.0541082164328657
"442783","chr7",4348,21352761,21353261,-0.925999418556223,0.00073605555797753,-0.0541082164328657
"468164","chr8",3161,22366958,22367458,-0.925999418556223,0.00073605555797753,-0.0541082164328657
"45553","chr1",45553,202958091,202958591,-0.690671941892271,0.000738090712354529,-0.0701402805611222
"116801","chr12",11615,57935882,57936382,-0.797507136101257,0.000738090712354529,-0.062124248496994
"293957","chr20",1040,3470755,3471255,-0.797507136101257,0.000738090712354529,-0.062124248496994
"378231","chr4",22258,169620184,169620684,-0.690671941892271,0.000738090712354529,-0.0701402805611222
"390814","chr5",10493,80654299,80654799,-0.797507136101257,0.000738090712354529,-0.062124248496994
"245527","chr19",19341,57727352,57727852,-1,0.000740881066843971,-0.0501002004008016
"324382","chr3",2567,13480437,13480937,-1,0.000740881066843971,-0.0501002004008016
"333104","chr3",11289,51499790,51500290,-0.59756253750079,0.000740881066843971,-0.0781563126252505
"393408","chr5",13087,100901860,100902360,-1,0.000740881066843971,-0.0501002004008016
"450421","chr7",11986,73308618,73309118,-1,0.000740881066843971,-0.0501002004008016
"502007","chr9",14470,120793137,120793637,-1,0.000740881066843971,-0.0501002004008016
"283902","chr2",38102,202265446,202265946,-0.715023041285529,0.000743892108122971,-0.0681362725450902
"233418","chr19",7232,15418807,15419307,-0.532873989572702,0.000752358954878993,-0.0841683366733467
"199173","chr17",6434,28041364,28041864,-0.618437205272244,0.000754371357139049,-0.0761523046092184
"92219","chr11",12080,65652434,65652934,-0.823122237915921,0.000774764496449937,-0.0601202404809619
"101809","chr11",21670,118565794,118566294,-0.823122237915921,0.000774764496449937,-0.0601202404809619
"245313","chr19",19127,56507525,56508025,-0.823122237915921,0.000774764496449937,-0.0601202404809619
"292841","chr2",47041,241881388,241881888,-0.551795636785957,0.000774764496449937,-0.0821643286573146
"97223","chr11",17084,85664890,85665390,-0.886343218204433,0.000778155357591382,-0.0561122244488978
"127211","chr12",22025,121536536,121537036,-0.886343218204433,0.000778155357591382,-0.0561122244488978
"133640","chr13",3632,40666440,40666940,-0.886343218204433,0.000778155357591382,-0.0561122244488978
"230274","chr19",4088,7830163,7830663,-0.886343218204433,0.000778155357591382,-0.0561122244488978
"90792","chr11",10653,62841798,62842298,-0.852442811586142,0.000789656269388137,-0.0581162324649298
"305318","chr20",12401,62954145,62954645,-0.852442811586142,0.000789656269388137,-0.0581162324649298
"330603","chr3",8788,45596223,45596723,-0.852442811586142,0.000789656269388137,-0.0581162324649298
"374180","chr4",18207,139084126,139084626,-0.852442811586142,0.000789656269388137,-0.0581162324649298
"38647","chr1",38647,167936405,167936905,-0.660513533728333,0.000796966195725546,-0.0721442885771543
"51132","chr1",51132,226121663,226122163,-0.660513533728333,0.000796966195725546,-0.0721442885771543
"406691","chr5",26370,177133363,177133863,-0.660513533728333,0.000796966195725546,-0.0721442885771543
"416000","chr6",8072,32971768,32972268,-0.528176474629579,0.000805209617491452,-0.0841683366733467
"317652","chr22",6090,38755821,38756321,-0.761840262805235,0.000806849993669148,-0.064128256513026
"406377","chr5",26056,176388787,176389287,-0.591194454432671,0.000810145747382717,-0.0781563126252505
"460729","chr7",22294,138002039,138002539,-0.591194454432671,0.000810145747382717,-0.0781563126252505
"57556","chr10",1155,5852435,5852935,-1.22239242133645,0.00081337026807357,-0.0400801603206413
"290566","chr2",44766,234496427,234496927,-1.22239242133645,0.00081337026807357,-0.0400801603206413
"305624","chr20",12707,63626359,63626859,-1.22239242133645,0.00081337026807357,-0.0400801603206413
"466824","chr8",1821,12665398,12665898,-1.22239242133645,0.00081337026807357,-0.0400801603206413
"33813","chr1",33813,153617522,153618022,-1.47393118833241,0.000814094719999371,-0.032064128256513
"34634","chr1",34634,155149697,155150197,-1.47393118833241,0.000814094719999371,-0.032064128256513
"46464","chr1",46464,205321524,205322024,-1.03102689562062,0.000814094719999371,-0.0480961923847695
"81272","chr11",1133,2270885,2271385,-1.47393118833241,0.000814094719999371,-0.032064128256513
"83227","chr11",3088,10413186,10413686,-1.47393118833241,0.000814094719999371,-0.032064128256513
"94132","chr11",13993,70271058,70271558,1.47393118833241,0.000814094719999371,0.032064128256513
"103396","chr11",23257,124739652,124740152,-1.03102689562062,0.000814094719999371,-0.0480961923847695
"159230","chr14",16752,106626879,106627379,-1.47393118833241,0.000814094719999371,-0.032064128256513
"215803","chr17",23064,82272626,82273126,-1.47393118833241,0.000814094719999371,-0.032064128256513
"239593","chr19",13407,41350947,41351447,-1.03102689562062,0.000814094719999371,-0.0480961923847695
"245519","chr19",19333,57708428,57708928,-1.47393118833241,0.000814094719999371,-0.032064128256513
"268197","chr2",22397,108594001,108594501,-1.47393118833241,0.000814094719999371,-0.032064128256513
"340674","chr3",18859,111859469,111859969,-1.47393118833241,0.000814094719999371,-0.032064128256513
"376262","chr4",20289,152534757,152535257,-1.47393118833241,0.000814094719999371,-0.032064128256513
"414541","chr6",6613,29887292,29887792,-1.47393118833241,0.000814094719999371,-0.032064128256513
"433223","chr6",25295,144343638,144344138,-1.03102689562062,0.000814094719999371,-0.0480961923847695
"439433","chr7",998,2237176,2237676,-1.03102689562062,0.000814094719999371,-0.0480961923847695
"452605","chr7",14170,87475385,87475885,-1.47393118833241,0.000814094719999371,-0.032064128256513
"471578","chr8",6575,39939826,39940326,-1.47393118833241,0.000814094719999371,-0.032064128256513
"398117","chr5",17796,134524980,134525480,-0.63435052768332,0.000820712726595964,-0.0741482965931864
"404290","chr5",23969,163505295,163505795,-0.63435052768332,0.000820712726595964,-0.0741482965931864
"440778","chr7",2343,6081303,6081803,-0.63435052768332,0.000820712726595964,-0.0741482965931864
"455414","chr7",16979,102395989,102396489,-0.63435052768332,0.000820712726595964,-0.0741482965931864
"219","chr1",219,1115927,1116427,-0.611434712082347,0.000823744418278691,-0.0761523046092184
"178189","chr16",3305,10743886,10744386,-0.681177815980459,0.000826508586782807,-0.0701402805611222
"234357","chr19",8171,17511850,17512350,-0.681177815980459,0.000826508586782807,-0.0701402805611222
"333677","chr3",11862,52685700,52686200,-0.681177815980459,0.000826508586782807,-0.0701402805611222
"446502","chr7",8067,39733263,39733763,-0.681177815980459,0.000826508586782807,-0.0701402805611222
"3703","chr1",3703,9909453,9909953,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"6652","chr1",6652,18908010,18908510,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"10135","chr1",10135,27012190,27012690,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"13360","chr1",13360,35735666,35736166,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"32470","chr1",32470,149927080,149927580,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"32832","chr1",32832,150621349,150621849,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"39607","chr1",39607,172532777,172533277,-0.503324031696799,0.000830321334659483,-0.0861723446893788
"43299","chr1",43299,192805729,192806229,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"58648","chr10",2247,11245021,11245521,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"63022","chr10",6621,34637489,34637989,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"63770","chr10",7369,43408975,43409475,-0.704544116473829,0.000830321334659483,-0.0681362725450902
"72730","chr10",16329,96719118,96719618,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"72773","chr10",16372,96831951,96832451,-0.704544116473829,0.000830321334659483,-0.0681362725450902
"82422","chr11",2283,6646956,6647456,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"84279","chr11",4140,15074867,15075367,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"94867","chr11",14728,72951912,72952412,-1.90689059560852,0.000830321334659483,-0.0220440881763527
"108323","chr12",3137,11765362,11765862,-1.90689059560852,0.000830321334659483,-0.0220440881763527
